screen_id,usability,layout_quality,visual_complexity,screen_mean
29617,3.2,2.8,3.5,3.17
64763,3.2,2.8,4.1,3.37
51510,1.5,1.2,4.8,2.5
50826,3.2,2.5,4.1,3.27
68408,2.5,1.8,4.2,2.83
66845,3.2,2.5,4.1,3.27
34176,3.5,2.8,4.2,3.5
48130,2.1,1.8,4.5,2.8
22954,3.5,2.8,4.2,3.5
56632,3.2,2.8,4.1,3.37
14665,2.1,1.8,4.5,2.8
13049,3.5,3.0,4.2,3.57
53758,3.0,2.5,4.0,3.17
25264,3.5,3.0,4.0,3.5
6107,2.1,1.8,4.5,2.8
29381,3.2,2.8,3.5,3.17
9905,4.2,3.8,2.5,3.5
15340,3.5,2.8,4.2,3.5
66436,3.2,2.5,4.1,3.27
25609,3.2,2.8,4.1,3.37
67140,3.5,3.0,4.2,3.57
16753,3.2,2.5,4.1,3.27
3532,3.2,2.8,4.1,3.37
28641,2.5,2.0,4.0,2.83
40118,3.2,2.8,4.1,3.37
51983,3.2,2.8,3.5,3.17
65057,3.2,2.5,4.1,3.27
34368,3.2,2.5,4.1,3.27
20968,3.2,2.5,4.1,3.27
34706,3.5,4.0,2.0,3.17
3375,3.2,2.5,4.1,3.27
24058,2.5,2.0,4.5,3.0
54358,2.5,2.0,4.0,2.83
27880,3.5,3.0,4.2,3.57
56461,3.2,2.8,4.1,3.37
71744,2.5,2.0,4.0,2.83
55214,3.2,2.5,3.8,3.17
52874,3.2,2.1,4.5,3.27
14790,3.5,2.8,4.2,3.5
50219,2.1,1.8,4.5,2.8
5194,3.2,2.8,4.1,3.37
21568,3.2,2.5,3.8,3.17
45392,2.1,1.8,4.5,2.8
58223,3.5,3.0,2.5,3.0
26385,2.1,1.8,4.5,2.8
21012,3.2,2.8,4.1,3.37
40664,2.5,2.0,4.5,3.0
3528,3.2,2.8,4.1,3.37
28107,4.2,3.5,3.8,3.83
70985,2.1,1.5,4.2,2.6
52267,2.1,1.8,4.5,2.8
55555,4.2,4.5,2.1,3.6
46858,3.0,2.5,4.0,3.17
24742,3.2,2.8,4.1,3.37
55294,3.2,2.5,4.1,3.27
31727,3.5,3.0,4.2,3.57
65628,2.1,1.8,4.5,2.8
60766,4.2,3.8,3.1,3.7
61284,3.2,2.8,4.1,3.37
13729,3.2,2.8,3.5,3.17
25333,4.0,3.5,2.0,3.17
64256,2.5,2.0,4.0,2.83
12124,2.1,1.8,4.2,2.7
63120,3.5,3.0,4.2,3.57
31053,3.5,2.0,4.0,3.17
36688,3.2,2.8,4.1,3.37
27926,2.1,1.8,4.2,2.7
14426,3.2,2.5,4.1,3.27
24148,3.2,2.8,4.1,3.37
70167,3.2,2.5,4.1,3.27
7224,2.1,1.8,4.2,2.7
47510,3.5,3.0,4.2,3.57
67764,3.2,2.5,4.1,3.27
5750,3.2,2.5,4.1,3.27
30999,3.2,2.8,4.1,3.37
24252,3.2,2.8,3.5,3.17
53347,3.2,2.8,4.1,3.37
43113,2.4,2.1,4.2,2.9
36338,3.5,2.8,4.2,3.5
6836,4.2,3.5,2.1,3.27
7027,4.2,3.5,3.8,3.83
52498,4.5,3.0,2.0,3.17
40447,3.2,3.5,2.8,3.17
19589,3.5,2.0,4.0,3.17
27748,4.5,3.8,2.2,3.5
19327,3.5,3.0,2.5,3.0
26498,2.1,1.8,4.5,2.8
59269,3.2,2.8,4.1,3.37
47149,3.5,3.0,4.2,3.57
4572,2.1,1.8,4.5,2.8
27614,2.4,1.8,4.1,2.77
59392,2.1,1.8,4.2,2.7
48628,3.5,3.0,4.0,3.5
38465,3.5,3.0,4.2,3.57
69226,3.5,3.0,2.5,3.0
48551,2.1,1.8,4.2,2.7
36583,2.1,1.8,4.5,2.8
34197,2.1,1.5,4.2,2.6
24725,2.1,1.8,4.5,2.8
19243,3.5,3.0,4.2,3.57
43780,4.2,3.8,2.5,3.5
42764,3.2,2.5,4.1,3.27
16102,3.2,2.8,3.5,3.17
59946,2.5,2.0,4.5,3.0
13128,3.0,2.0,4.0,3.0
66790,3.5,3.0,4.2,3.57
17370,3.2,2.5,4.1,3.27
20314,3.2,2.5,4.1,3.27
51437,3.5,3.0,4.2,3.57
20787,3.2,2.5,4.1,3.27
62285,3.5,2.8,4.2,3.5
54995,4.2,3.8,2.1,3.37
38051,3.2,2.8,3.5,3.17
49356,3.2,2.5,4.1,3.27
14255,3.2,2.5,4.1,3.27
35616,3.2,2.8,4.1,3.37
35410,2.1,1.5,4.8,2.8
49325,4.2,3.5,2.8,3.5
41043,3.2,2.5,4.1,3.27
45014,2.1,1.5,4.2,2.6
26807,2.5,2.0,4.5,3.0
8987,3.2,2.5,4.1,3.27
4662,3.5,3.0,4.2,3.57
66769,2.5,2.0,4.5,3.0
72188,4.5,3.0,2.0,3.17
10766,3.2,2.8,4.1,3.37
5498,3.2,2.5,4.1,3.27
57676,3.2,2.5,4.1,3.27
17680,2.5,2.0,4.5,3.0
55067,2.1,1.8,4.5,2.8
68368,3.2,2.5,4.1,3.27
45595,3.2,2.5,4.1,3.27
59643,3.0,2.5,4.0,3.17
27871,4.2,3.8,3.1,3.7
60783,3.2,2.8,4.1,3.37
52325,3.2,2.8,4.1,3.37
32794,3.5,3.0,4.0,3.5
17494,2.1,1.8,4.5,2.8
29637,2.1,1.5,4.8,2.8
38915,2.5,3.0,4.2,3.23
20679,3.5,3.0,4.0,3.5
40137,2.5,2.0,4.5,3.0
10194,2.5,2.0,4.0,2.83
7890,3.2,2.8,4.1,3.37
5776,3.2,2.8,4.1,3.37
67727,3.5,2.8,4.2,3.5
57608,2.5,2.0,4.0,2.83
27653,3.0,2.5,4.0,3.17
9035,3.2,2.8,4.1,3.37
43196,4.0,3.5,2.0,3.17
60343,3.2,2.5,4.1,3.27
22064,2.5,3.0,4.0,3.17
43656,2.5,3.0,4.0,3.17
70129,3.2,2.8,4.1,3.37
17152,3.5,3.0,4.2,3.57
67394,2.5,3.0,4.0,3.17
51293,3.2,2.1,4.5,3.27
29946,4.2,3.8,2.1,3.37
65557,2.5,2.0,3.5,2.67
52187,3.2,2.5,4.1,3.27
43655,3.0,2.5,4.0,3.17
50209,2.5,1.8,4.2,2.83
23363,2.1,1.8,4.5,2.8
9801,3.5,3.0,4.2,3.57
3493,3.2,2.8,4.1,3.37
60380,3.2,2.5,4.1,3.27
20894,3.5,3.0,4.2,3.57
45743,3.0,2.5,4.0,3.17
7871,3.2,2.8,4.1,3.37
6146,4.2,3.8,3.1,3.7
70798,3.2,2.5,4.1,3.27
45126,2.1,1.8,4.5,2.8
70543,2.5,2.0,4.0,2.83
10033,2.1,1.5,4.8,2.8
49515,3.2,2.8,4.1,3.37
31714,3.0,2.0,4.0,3.0
42440,3.2,2.8,4.1,3.37
11286,3.2,2.5,4.1,3.27
17513,2.1,1.5,4.8,2.8
71230,2.1,1.8,4.5,2.8
34257,2.1,1.8,4.5,2.8
67979,3.2,2.5,4.1,3.27
64908,3.2,2.8,4.1,3.37
63230,2.5,1.8,4.2,2.83
30520,3.5,4.0,3.0,3.5
26053,2.1,1.5,4.2,2.6
13871,3.2,2.8,4.1,3.37
26139,2.5,2.0,4.2,2.9
67905,3.2,2.8,3.5,3.17
47521,2.1,1.5,4.2,2.6
7477,2.1,1.8,4.5,2.8
15278,3.2,2.8,3.5,3.17
15712,2.5,3.0,4.0,3.17
58401,3.2,2.8,4.1,3.37
42245,3.2,2.1,4.5,3.27
63879,2.5,2.0,4.5,3.0
14613,3.2,2.5,4.1,3.27
9418,3.2,2.5,4.1,3.27
60257,2.5,2.0,4.0,2.83
45295,2.1,1.8,4.5,2.8
60597,3.2,2.1,4.5,3.27
18417,3.5,3.0,4.2,3.57
18579,2.5,2.0,4.5,3.0
5366,3.2,2.8,3.5,3.17
41533,,,,
7470,3.2,2.5,4.1,3.27
46393,3.2,2.8,4.1,3.37
2114,2.1,1.8,4.2,2.7
27758,3.5,3.0,2.5,3.0
44929,2.1,1.8,4.2,2.7
67512,3.2,2.8,4.1,3.37
5003,3.2,2.5,4.1,3.27
38113,2.1,1.8,4.5,2.8
8539,3.2,2.5,4.1,3.27
24203,3.2,2.5,4.1,3.27
7122,3.2,2.8,3.5,3.17
45739,3.2,2.5,4.1,3.27
59915,3.2,2.8,4.1,3.37
58276,3.2,2.8,4.1,3.37
55664,2.1,1.8,4.5,2.8
23515,3.2,2.5,3.8,3.17
57165,3.2,2.5,4.1,3.27
30793,3.2,2.8,4.1,3.37
36558,4.2,3.8,2.5,3.5
54449,2.1,1.85,4.2,2.72
9972,3.2,2.1,4.5,3.27
34900,3.2,2.5,4.1,3.27
3913,2.4,2.1,4.6,3.03
69333,3.2,2.8,4.1,3.37
44296,2.5,2.0,4.0,2.83
39988,3.0,2.5,4.0,3.17
18105,3.5,3.0,4.0,3.5
26586,3.5,3.0,4.2,3.57
25060,2.1,1.8,4.5,2.8
14287,3.2,2.5,4.1,3.27
32645,3.5,2.8,4.2,3.5
11384,3.5,3.0,4.2,3.57
48854,3.2,2.8,4.1,3.37
46660,2.5,2.0,4.5,3.0
25402,3.5,3.0,4.0,3.5
48862,3.5,3.0,4.2,3.57
24779,3.2,2.8,4.1,3.37
10485,3.2,2.5,4.1,3.27
14764,3.0,2.5,4.0,3.17
56828,3.2,2.1,4.5,3.27
51682,3.2,2.8,3.5,3.17
13927,3.5,3.0,4.2,3.57
25326,3.2,2.5,4.1,3.27
145,3.2,2.1,4.5,3.27
69686,2.1,1.5,4.8,2.8
12070,3.5,3.0,4.2,3.57
667,2.5,2.0,4.0,2.83
32158,2.1,1.8,4.5,2.8
14754,3.5,3.0,4.2,3.57
44089,3.5,3.0,4.2,3.57
25968,3.5,3.0,4.2,3.57
28678,3.0,2.5,4.0,3.17
54284,3.2,2.5,4.1,3.27
4221,3.0,2.5,4.0,3.17
2436,3.5,3.0,2.0,2.83
45735,3.5,3.0,4.2,3.57
18838,3.2,2.8,4.1,3.37
57836,3.2,2.5,4.1,3.27
71673,3.5,3.0,4.2,3.57
68220,3.0,2.0,4.0,3.0
47750,3.5,3.0,4.2,3.57
48062,3.5,3.0,4.2,3.57
41356,3.2,2.8,4.1,3.37
26274,2.1,1.8,4.5,2.8
61826,4.2,3.8,3.1,3.7
41374,3.5,3.0,4.2,3.57
63277,2.1,1.8,4.2,2.7
37076,3.5,3.0,4.2,3.57
22840,2.1,1.5,4.8,2.8
16322,2.1,1.8,4.5,2.8
16497,2.1,1.8,4.5,2.8
53612,3.2,2.8,3.5,3.17
38652,3.2,2.5,4.1,3.27
33689,3.5,3.0,4.2,3.57
38158,3.5,3.0,2.5,3.0
37340,3.2,2.8,4.1,3.37
40981,4.2,3.8,3.1,3.7
66980,3.2,2.1,4.5,3.27
5822,3.2,2.8,4.1,3.37
13618,4.5,4.0,3.0,3.83
54561,2.1,1.8,4.5,2.8
53198,2.1,1.5,4.8,2.8
52762,3.2,2.5,4.1,3.27
16585,2.1,1.5,4.2,2.6
14043,2.5,2.0,4.0,2.83
36777,3.5,2.8,4.2,3.5
58168,2.1,1.8,4.5,2.8
32736,3.0,2.5,4.0,3.17
62838,4.2,3.8,2.1,3.37
66843,2.5,3.0,3.5,3.0
17349,2.1,1.8,4.5,2.8
2663,3.2,2.8,4.1,3.37
22912,2.4,1.8,4.2,2.8
22829,2.1,1.8,4.2,2.7
45553,3.2,2.8,3.5,3.17
39792,3.5,3.0,2.5,3.0
1936,3.2,2.5,4.1,3.27
38034,2.1,1.8,4.5,2.8
22412,3.2,2.1,4.5,3.27
28682,3.2,2.8,3.5,3.17
40687,2.5,2.0,4.5,3.0
267,2.5,2.0,4.2,2.9
67642,3.5,3.0,4.2,3.57
70847,2.1,1.8,4.5,2.8
1505,3.2,2.5,4.1,3.27
39454,3.2,2.5,4.1,3.27
63315,3.2,2.8,4.1,3.37
66807,3.5,3.0,4.2,3.57
66476,2.1,2.4,4.2,2.9
46441,3.5,3.0,4.2,3.57
16555,3.2,2.8,4.1,3.37
13358,3.5,2.8,4.2,3.5
5312,3.2,2.8,4.1,3.37
45822,3.5,3.0,4.0,3.5
65189,3.5,3.0,4.2,3.57
10976,3.2,2.8,3.5,3.17
8859,4.5,4.0,2.0,3.5
1626,3.2,2.5,4.1,3.27
71042,4.2,3.8,2.5,3.5
59810,3.2,2.8,4.1,3.37
66006,2.1,1.5,4.8,2.8
2586,2.1,1.5,4.8,2.8
2123,2.5,2.0,4.5,3.0
37037,3.0,2.0,4.0,3.0
42224,3.2,2.8,4.1,3.37
41911,2.1,1.8,4.5,2.8
2433,3.2,2.5,4.1,3.27
6703,3.2,2.8,4.1,3.37
36680,2.4,2.1,4.2,2.9
69503,3.2,2.5,3.8,3.17
13912,2.1,1.8,4.5,2.8
2111,3.2,2.8,3.5,3.17
35249,3.2,2.5,4.1,3.27
1013,3.2,2.8,4.1,3.37
36007,3.5,3.0,4.2,3.57
27767,2.1,1.8,4.2,2.7
7106,3.0,2.5,4.0,3.17
61791,3.2,2.5,4.1,3.27
61859,3.2,2.8,4.1,3.37
40218,3.2,2.5,4.1,3.27
29123,3.5,2.0,4.0,3.17
38106,4.2,3.8,2.1,3.37
56134,2.5,2.0,4.5,3.0
8109,3.5,3.0,4.2,3.57
58313,3.2,2.5,4.1,3.27
61746,4.2,3.5,2.1,3.27
46782,4.5,4.0,2.0,3.5
53795,3.5,2.8,3.2,3.17
5753,3.5,3.0,4.2,3.57
42286,3.2,2.8,4.1,3.37
20465,2.1,1.5,4.8,2.8
22810,3.2,2.8,4.1,3.37
29831,2.5,2.0,3.5,2.67
24620,3.5,3.0,4.0,3.5
883,3.2,2.5,4.1,3.27
13903,2.1,1.8,4.5,2.8
48264,3.5,3.0,4.2,3.57
58669,4.5,3.0,2.5,3.33
45923,2.5,2.0,3.5,2.67
14063,2.1,1.8,4.5,2.8
59454,4.5,3.2,2.1,3.27
30913,2.1,1.8,4.5,2.8
13825,3.2,2.8,3.5,3.17
1333,2.5,2.0,4.5,3.0
48594,3.2,2.8,4.1,3.37
41630,2.5,1.8,4.2,2.83
43337,2.1,1.8,4.5,2.8
70607,3.5,4.0,2.0,3.17
66271,3.5,3.0,2.5,3.0
45197,4.2,3.8,2.5,3.5
20625,3.2,2.8,4.1,3.37
13808,2.1,1.5,4.2,2.6
8324,2.1,1.8,4.5,2.8
43667,2.5,2.0,4.5,3.0
15360,3.5,3.0,3.2,3.23
66186,2.5,2.0,4.0,2.83
22557,3.5,3.0,4.0,3.5
14572,3.2,2.8,4.1,3.37
49273,2.5,2.0,4.5,3.0
14539,3.5,2.8,4.2,3.5
54672,2.5,2.0,4.5,3.0
66853,2.5,2.0,4.5,3.0
25781,3.5,3.0,4.2,3.57
36856,3.2,2.5,4.1,3.27
18026,3.5,2.0,4.0,3.17
72138,2.1,1.8,4.5,2.8
6874,3.5,3.0,4.2,3.57
47668,4.2,3.8,2.5,3.5
26473,3.2,2.5,4.1,3.27
48248,3.5,3.0,4.2,3.57
49238,3.2,2.5,3.8,3.17
12667,3.2,2.5,4.1,3.27
50884,2.1,1.8,4.5,2.8
15475,2.1,1.5,4.2,2.6
3787,2.5,2.0,4.5,3.0
53486,2.5,1.8,4.2,2.83
48562,3.5,3.0,2.0,2.83
47384,3.2,2.8,4.1,3.37
44625,2.1,1.8,4.5,2.8
31107,3.2,2.8,3.5,3.17
71607,3.2,2.8,4.1,3.37
27492,3.5,3.0,4.2,3.57
23711,3.2,2.5,4.1,3.27
54328,2.1,1.8,4.5,2.8
57393,3.5,2.8,3.2,3.17
30950,3.5,3.0,4.2,3.57
26008,3.2,2.8,4.1,3.37
27791,3.5,2.0,4.0,3.17
36347,3.0,2.5,4.0,3.17
18748,3.5,3.0,4.0,3.5
9690,3.5,3.0,4.2,3.57
5272,4.2,3.8,3.1,3.7
30037,2.5,2.0,4.5,3.0
40349,3.2,2.8,4.1,3.37
31096,3.2,2.5,4.1,3.27
71226,2.1,1.5,4.8,2.8
59706,2.5,2.0,4.5,3.0
71688,2.1,1.8,4.5,2.8
14861,3.5,2.8,4.2,3.5
1062,3.0,2.5,4.0,3.17
40412,3.2,2.5,4.1,3.27
51020,3.2,2.8,4.1,3.37
47250,3.2,2.5,4.1,3.27
16683,2.5,2.0,4.5,3.0
14905,3.0,2.5,4.0,3.17
45634,2.5,3.0,4.0,3.17
24294,2.1,1.8,4.5,2.8
43542,3.5,3.0,4.0,3.5
9582,2.1,1.5,4.8,2.8
18846,2.5,2.0,4.0,2.83
71494,2.1,1.8,4.5,2.8
33353,2.5,2.0,4.5,3.0
68106,3.2,2.8,4.1,3.37
14589,2.5,2.0,4.5,3.0
6801,3.5,3.0,4.2,3.57
26353,3.1,2.4,4.2,3.23
34667,2.5,2.0,4.5,3.0
29107,1.2,1.5,4.8,2.5
20644,2.5,2.0,4.5,3.0
39135,2.1,1.8,4.5,2.8
65034,3.2,2.8,4.1,3.37
4599,3.2,2.5,3.8,3.17
56571,2.4,2.1,4.2,2.9
30199,3.5,2.8,4.2,3.5
50383,3.5,3.0,4.0,3.5
63250,2.5,2.0,4.5,3.0
53235,2.1,1.8,4.5,2.8
45003,3.2,2.5,4.1,3.27
1053,3.2,2.1,4.5,3.27
54217,2.5,3.0,4.0,3.17
63944,2.5,2.0,4.0,2.83
46709,3.2,2.5,4.1,3.27
3000,3.2,2.8,4.1,3.37
71396,3.2,2.8,4.1,3.37
53905,2.1,1.5,4.8,2.8
16958,3.2,2.8,4.1,3.37
71911,2.1,1.8,4.5,2.8
67942,2.1,1.8,4.5,2.8
18965,3.2,2.8,4.1,3.37
27723,2.1,2.4,4.2,2.9
17733,2.1,1.8,4.5,2.8
68691,2.5,3.0,4.2,3.23
17198,3.5,3.0,4.2,3.57
59102,4.5,4.0,2.0,3.5
9785,3.2,2.5,4.1,3.27
20503,3.2,2.5,4.1,3.27
28259,2.1,1.5,4.8,2.8
2890,2.5,2.0,4.5,3.0
49913,3.5,2.8,4.2,3.5
24127,3.2,2.8,4.1,3.37
57482,2.5,2.0,4.5,3.0
3296,3.5,2.8,4.2,3.5
23671,3.2,2.8,4.1,3.37
55514,2.1,1.8,4.2,2.7
51885,2.1,1.8,4.5,2.8
66283,2.5,2.0,4.5,3.0
27691,3.5,3.0,4.2,3.57
43514,2.4,1.8,4.1,2.77
42435,3.2,2.5,4.1,3.27
2679,4.2,3.5,3.8,3.83
69681,2.5,2.0,4.5,3.0
69852,2.1,1.5,4.8,2.8
65839,3.1,2.4,4.2,3.23
13372,3.2,2.5,4.1,3.27
16195,3.0,2.5,4.0,3.17
51888,3.2,2.1,4.5,3.27
964,4.2,3.8,2.1,3.37
64760,2.5,2.0,4.5,3.0
28550,3.2,2.5,4.1,3.27
12936,3.2,2.8,4.1,3.37
10211,2.1,1.8,4.2,2.7
32362,3.2,2.5,4.1,3.27
60941,2.1,1.5,4.8,2.8
18744,3.5,2.8,4.2,3.5
5207,3.2,2.5,4.1,3.27
27565,3.5,2.0,4.5,3.33
20896,4.2,3.5,2.1,3.27
59022,2.1,1.5,4.8,2.8
39377,3.2,2.1,4.5,3.27
46524,2.5,3.0,4.0,3.17
56698,3.2,2.8,4.1,3.37
3842,3.2,2.5,4.1,3.27
47109,3.2,2.8,3.5,3.17
10647,3.2,2.8,4.1,3.37
9732,3.2,2.1,4.5,3.27
15037,3.2,2.5,4.1,3.27
7358,3.5,3.0,4.0,3.5
68264,3.2,2.5,3.8,3.17
55736,4.5,3.0,2.0,3.17
69597,3.2,2.8,4.1,3.37
20009,3.5,3.0,4.2,3.57
46137,3.2,2.5,4.1,3.27
12390,2.1,1.8,4.5,2.8
65098,3.5,3.0,4.0,3.5
34645,3.2,2.5,4.1,3.27
48491,3.2,2.8,4.1,3.37
46576,2.5,2.0,4.5,3.0
19949,2.5,2.0,4.5,3.0
38577,3.5,2.8,4.2,3.5
18522,2.1,1.5,4.8,2.8
12798,3.2,2.8,4.1,3.37
30573,2.1,1.8,4.5,2.8
34357,3.2,2.8,3.5,3.17
69296,2.5,1.8,4.2,2.83
71481,2.1,1.8,4.5,2.8
6254,2.5,1.8,4.2,2.83
9053,2.1,1.8,4.5,2.8
66764,2.5,2.0,4.5,3.0
12676,3.5,3.0,4.2,3.57
69292,3.2,2.5,4.1,3.27
33930,4.5,4.0,2.0,3.5
24092,2.1,1.8,4.5,2.8
55114,2.1,1.8,4.5,2.8
26683,2.5,2.0,4.5,3.0
54161,3.2,2.8,4.1,3.37
16888,3.2,2.8,4.1,3.37
3365,3.2,2.5,4.1,3.27
61552,2.1,1.8,4.5,2.8
47035,3.2,2.5,4.1,3.27
68325,3.2,2.1,4.5,3.27
67658,3.2,2.5,4.1,3.27
37035,4.5,3.2,2.8,3.5
9152,3.2,2.1,4.5,3.27
5099,2.0,1.5,4.0,2.5
59545,3.2,2.5,4.1,3.27
20447,3.0,2.5,4.0,3.17
71005,3.2,2.5,4.1,3.27
71278,3.5,2.8,4.2,3.5
25881,3.2,2.5,4.1,3.27
67027,3.2,2.5,4.1,3.27
20959,3.5,3.0,4.0,3.5
9309,4.2,3.5,2.8,3.5
62780,3.2,2.8,3.5,3.17
6351,3.5,3.0,4.2,3.57
21964,2.5,2.0,4.5,3.0
68145,3.2,2.5,4.1,3.27
37416,3.2,2.8,4.1,3.37
11636,3.2,2.5,4.1,3.27
22114,3.2,2.5,4.1,3.27
58719,3.5,2.8,4.2,3.5
70926,2.5,2.0,4.0,2.83
3228,3.5,2.8,4.2,3.5
61688,2.5,2.0,4.5,3.0
71334,3.5,3.0,4.2,3.57
37382,1.5,1.0,4.5,2.33
62952,2.1,1.8,4.5,2.8
54340,3.0,2.0,4.0,3.0
66994,2.1,1.8,4.5,2.8
58615,3.5,2.8,4.2,3.5
63509,3.5,2.8,4.2,3.5
26600,2.1,1.5,4.8,2.8
27870,4.2,3.8,3.1,3.7
2074,4.5,4.0,2.0,3.5
6200,3.5,3.0,4.0,3.5
56429,3.5,3.0,4.2,3.57
17277,3.2,2.8,4.1,3.37
35475,3.5,3.0,4.0,3.5
67497,2.1,1.8,4.5,2.8
12605,3.0,2.5,4.0,3.17
66631,3.2,2.5,4.1,3.27
41230,3.2,2.5,4.1,3.27
24924,3.0,2.5,4.0,3.17
23402,3.5,2.8,4.2,3.5
63912,3.5,3.0,4.2,3.57
70540,3.5,3.0,4.2,3.57
40547,3.5,3.0,4.2,3.57
33397,3.5,3.0,4.2,3.57
30370,3.2,2.8,3.5,3.17
64169,4.2,3.8,3.1,3.7
62493,3.2,2.8,4.1,3.37
67443,4.2,3.1,2.8,3.37
25240,3.5,3.0,2.0,2.83
24954,2.5,3.0,4.2,3.23
11568,3.5,4.0,3.0,3.5
53676,3.2,2.5,4.1,3.27
23005,3.2,2.5,4.1,3.27
36524,3.2,2.5,4.1,3.27
31987,2.1,1.8,4.5,2.8
28686,3.2,2.5,4.1,3.27
67010,3.2,2.5,4.1,3.27
14634,3.5,2.8,3.2,3.17
8710,3.2,2.5,4.1,3.27
61108,2.4,2.1,4.2,2.9
28729,2.5,2.0,4.0,2.83
33487,2.1,1.8,4.5,2.8
52356,3.5,2.8,4.2,3.5
43773,2.4,2.1,4.8,3.1
3660,3.2,2.8,4.1,3.37
54932,3.2,2.5,4.1,3.27
65680,3.1,2.4,4.2,3.23
45549,4.5,4.0,2.0,3.5
32217,3.2,2.8,4.1,3.37
71931,3.2,2.5,4.1,3.27
11833,3.2,2.8,4.1,3.37
17728,4.2,3.8,3.1,3.7
67820,3.5,2.0,4.0,3.17
8941,3.2,2.1,4.5,3.27
2752,3.2,2.8,4.1,3.37
22059,3.2,2.1,4.5,3.27
48359,2.5,2.0,4.0,2.83
8430,3.2,2.8,4.1,3.37
27782,2.1,1.5,4.8,2.8
12579,3.2,2.8,3.5,3.17
17296,4.2,3.5,2.8,3.5
49366,4.2,3.8,2.1,3.37
38903,3.0,2.0,4.0,3.0
33151,2.15,1.8,4.65,2.87
58187,3.2,2.8,4.1,3.37
61943,3.5,3.0,4.2,3.57
30920,3.5,3.0,4.2,3.57
39020,4.2,3.8,3.1,3.7
50007,4.2,3.8,3.1,3.7
43900,2.1,1.8,4.5,2.8
17749,2.1,1.8,4.5,2.8
35642,2.1,1.8,4.5,2.8
69326,3.2,2.8,4.1,3.37
48085,3.2,2.8,3.5,3.17
22821,3.2,2.8,3.5,3.17
27058,3.2,2.5,4.1,3.27
12953,4.2,3.8,3.1,3.7
56896,2.1,1.8,4.5,2.8
390,3.5,3.0,4.2,3.57
10100,3.5,3.0,4.2,3.57
44438,4.2,3.5,3.1,3.6
70996,3.2,2.8,4.1,3.37
63214,3.0,2.5,4.0,3.17
45685,3.5,2.8,4.2,3.5
55476,3.5,3.0,3.2,3.23
57594,3.2,2.5,4.1,3.27
72014,4.5,4.0,2.0,3.5
59065,3.2,2.1,4.5,3.27
58748,3.2,2.5,4.1,3.27
54386,2.1,1.8,4.5,2.8
2325,3.5,2.8,4.2,3.5
34331,2.1,1.8,4.5,2.8
38667,3.2,2.5,4.1,3.27
1469,4.2,3.8,4.5,4.17
7592,3.5,2.8,4.2,3.5
53963,3.2,2.5,4.1,3.27
70690,2.1,1.8,4.5,2.8
