screen_id,usability,layout_quality,visual_complexity,screen_mean
72188,3.5,3.25,2.0,2.92
10766,2.5,2.3,2.0,2.27
5498,3.5,3.25,2.75,3.17
57676,2.5,3.0,1.5,2.33
17680,2.5,2.0,1.0,1.83
55067,2.8,3.1,3.5,3.13
68368,3.2,3.5,2.1,2.93
45595,2.5,2.3,3.1,2.63
59643,3.5,3.8,2.2,3.17
27871,3.2,3.0,2.5,2.9
60783,2.5,2.3,3.1,2.63
52325,2.5,2.2,3.8,2.83
32794,3.5,3.2,2.0,2.9
17494,3.2,3.5,2.8,3.17
29637,3.2,3.5,2.8,3.17
38915,2.5,2.0,1.5,2.0
20679,3.5,3.8,2.2,3.17
40137,2.8,3.1,2.3,2.73
10194,3.2,3.5,2.8,3.17
7890,3.2,3.5,2.8,3.17
5776,2.8,3.1,3.5,3.13
67727,3.5,3.25,2.75,3.17
57608,3.5,3.2,2.8,3.17
27653,3.2,3.5,2.8,3.17
9035,2.8,3.1,2.5,2.8
43196,2.5,3.0,1.5,2.33
60343,2.8,3.1,2.5,2.8
22064,2.5,2.0,1.5,2.0
43656,3.5,3.8,2.2,3.17
70129,2.5,3.0,1.5,2.33
17152,3.5,3.8,2.2,3.17
67394,3.5,3.25,2.0,2.92
51293,3.5,3.8,2.7,3.33
29946,2.5,2.3,3.1,2.63
65557,2.5,2.8,2.2,2.5
52187,2.5,3.0,2.2,2.57
43655,4.2,4.0,2.5,3.57
50209,3.5,3.8,2.2,3.17
23363,2.5,2.0,1.5,2.0
9801,3.2,3.5,2.8,3.17
3493,2.5,2.3,3.8,2.87
60380,2.5,2.3,3.8,2.87
20894,3.8,4.0,2.5,3.43
45743,3.5,3.25,2.75,3.17
7871,3.2,3.5,2.8,3.17
6146,3.8,4.2,2.5,3.5
70798,3.2,3.0,2.5,2.9
45126,3.5,3.8,2.7,3.33
70543,2.8,3.1,2.5,2.8
10033,2.5,3.0,3.2,2.9
49515,3.5,3.8,2.7,3.33
31714,3.5,3.25,2.75,3.17
42440,3.2,3.5,2.8,3.17
11286,2.5,2.8,3.2,2.83
17513,2.5,3.0,2.75,2.75
71230,2.5,2.8,1.9,2.4
34257,3.2,3.5,2.8,3.17
67979,2.8,3.1,3.5,3.13
64908,3.2,3.5,2.8,3.17
63230,3.2,3.5,2.1,2.93
30520,3.2,3.5,3.8,3.5
26053,2.1,2.3,1.8,2.07
13871,3.2,3.5,2.8,3.17
26139,3.5,3.25,2.0,2.92
67905,2.5,2.8,3.2,2.83
47521,2.5,3.0,1.5,2.33
7477,3.2,3.5,2.8,3.17
15278,2.5,2.2,2.0,2.23
15712,2.5,2.3,3.8,2.87
58401,2.5,2.8,3.2,2.83
42245,2.5,3.0,2.2,2.57
63879,3.5,3.25,2.75,3.17
14613,3.6,3.8,2.5,3.3
9418,3.5,3.2,2.8,3.17
60257,2.1,2.3,1.5,1.97
45295,3.2,3.5,2.8,3.17
60597,2.5,2.3,3.8,2.87
18417,2.5,3.0,4.2,3.23
18579,3.2,3.5,2.8,3.17
5366,2.5,2.8,3.1,2.8
41533,3.5,3.8,2.7,3.33
7470,3.5,3.25,2.75,3.17
46393,2.1,2.3,1.5,1.97
2114,3.2,3.5,2.1,2.93
27758,2.5,2.3,2.7,2.5
44929,3.2,3.0,2.5,2.9
67512,3.5,3.75,2.25,3.17
5003,3.5,3.25,2.75,3.17
38113,3.2,3.5,2.8,3.17
8539,3.5,4.0,2.2,3.23
24203,3.5,3.2,2.0,2.9
7122,2.5,2.8,3.2,2.83
45739,3.2,3.0,2.5,2.9
59915,3.5,3.8,2.7,3.33
58276,3.2,3.5,2.1,2.93
55664,2.8,3.2,2.5,2.83
23515,2.8,3.1,2.5,2.8
57165,2.5,3.0,3.75,3.08
30793,3.2,3.5,2.8,3.17
36558,3.2,3.5,2.8,3.17
54449,2.5,3.0,2.2,2.57
9972,2.5,2.8,3.2,2.83
34900,3.5,3.25,2.75,3.17
3913,2.5,2.8,3.2,2.83
69333,3.5,3.8,2.7,3.33
44296,3.2,3.5,2.8,3.17
39988,2.5,3.0,3.2,2.9
18105,2.5,2.8,3.1,2.8
26586,3.5,3.8,2.2,3.17
25060,3.2,3.5,2.8,3.17
14287,3.2,3.5,2.8,3.17
32645,3.5,3.8,2.2,3.17
11384,2.5,3.0,2.2,2.57
48854,3.5,3.8,2.2,3.17
46660,3.25,3.5,3.75,3.5
25402,3.2,3.5,2.8,3.17
48862,2.5,2.0,1.0,1.83
24779,2.1,2.5,1.2,1.93
10485,3.2,3.5,2.8,3.17
14764,2.5,2.2,2.8,2.5
56828,3.5,3.25,2.75,3.17
51682,2.5,2.8,3.1,2.8
13927,3.2,3.0,2.5,2.9
25326,3.2,3.0,2.5,2.9
145,2.5,3.0,1.8,2.43
69686,2.5,2.3,2.7,2.5
12070,3.5,3.8,2.2,3.17
667,3.5,3.8,2.2,3.17
32158,2.8,3.1,3.5,3.13
14754,3.5,3.8,2.2,3.17
44089,3.5,3.2,2.1,2.93
25968,3.5,3.25,3.0,3.25
28678,3.2,3.5,2.8,3.17
54284,3.5,3.25,2.75,3.17
4221,3.5,3.8,2.2,3.17
2436,3.2,3.5,2.8,3.17
45735,2.8,3.1,2.5,2.8
18838,3.5,3.8,2.2,3.17
57836,2.5,2.8,3.2,2.83
71673,3.8,4.0,2.5,3.43
68220,2.5,2.8,1.9,2.4
47750,3.2,3.5,2.8,3.17
48062,3.8,4.0,2.2,3.33
41356,3.5,3.8,2.2,3.17
26274,3.2,3.5,2.8,3.17
61826,3.5,3.8,2.2,3.17
41374,3.5,3.8,2.2,3.17
63277,2.5,3.0,2.2,2.57
37076,2.8,3.1,2.5,2.8
22840,2.5,3.0,2.0,2.5
16322,2.8,3.1,2.5,2.8
16497,2.5,2.3,3.1,2.63
53612,2.5,3.0,3.2,2.9
38652,2.8,3.1,2.5,2.8
33689,2.5,3.0,2.2,2.57
38158,3.8,3.9,2.5,3.4
37340,2.5,3.0,3.2,2.9
40981,3.2,3.5,3.8,3.5
66980,3.8,4.2,2.5,3.5
5822,2.8,3.1,3.5,3.13
13618,3.8,3.9,2.5,3.4
54561,2.5,2.8,3.2,2.83
53198,2.5,2.8,3.1,2.8
52762,3.5,3.8,2.7,3.33
16585,3.2,3.8,2.5,3.17
14043,3.5,3.8,2.2,3.17
36777,3.5,3.8,2.2,3.17
58168,3.25,3.5,3.75,3.5
32736,3.5,3.0,1.5,2.67
62838,2.5,2.8,2.2,2.5
66843,2.5,3.0,2.2,2.57
17349,2.1,2.3,3.5,2.63
2663,3.8,4.2,2.5,3.5
22912,2.5,2.8,2.2,2.5
22829,3.2,3.5,2.8,3.17
45553,3.2,3.5,2.8,3.17
39792,2.5,2.8,2.2,2.5
1936,2.8,3.1,2.5,2.8
38034,2.5,2.8,3.1,2.8
22412,3.5,3.8,2.7,3.33
28682,2.5,2.8,3.2,2.83
40687,2.8,3.1,3.5,3.13
267,2.5,3.0,2.2,2.57
67642,2.5,3.0,3.2,2.9
70847,2.5,2.3,1.8,2.2
1505,2.5,2.3,2.7,2.5
39454,3.5,3.75,2.25,3.17
63315,3.5,3.8,2.7,3.33
66807,3.25,3.5,3.75,3.5
66476,3.5,3.25,3.0,3.25
46441,3.5,3.8,2.7,3.33
16555,2.5,2.8,2.2,2.5
13358,3.5,3.8,2.2,3.17
5312,3.25,3.0,3.5,3.25
45822,3.5,3.8,2.2,3.17
65189,3.5,3.8,2.2,3.17
10976,2.1,2.3,1.8,2.07
8859,3.5,3.8,2.7,3.33
1626,3.2,3.5,2.8,3.17
71042,3.5,3.25,2.75,3.17
59810,2.8,3.1,3.5,3.13
66006,3.2,3.5,3.8,3.5
2586,3.5,4.0,2.75,3.42
2123,3.8,4.0,2.5,3.43
37037,3.5,3.25,2.0,2.92
42224,2.8,3.1,2.5,2.8
41911,2.5,2.3,3.8,2.87
2433,3.8,3.9,2.5,3.4
6703,2.8,3.1,2.5,2.8
36680,3.2,3.5,2.8,3.17
69503,3.5,3.25,2.75,3.17
13912,2.5,2.0,3.0,2.5
2111,2.5,3.0,2.2,2.57
35249,3.2,3.5,2.1,2.93
1013,3.5,3.8,3.2,3.5
36007,3.25,3.5,3.0,3.25
27767,3.5,3.8,2.7,3.33
7106,3.2,3.5,2.8,3.17
61791,2.5,2.8,2.2,2.5
61859,3.2,3.5,2.8,3.17
40218,2.8,3.1,3.5,3.13
29123,2.1,2.3,3.8,2.73
38106,2.5,2.2,2.0,2.23
56134,3.2,3.0,2.5,2.9
8109,3.8,4.0,2.5,3.43
58313,3.2,3.5,2.8,3.17
61746,2.5,2.8,2.2,2.5
46782,3.5,3.25,2.75,3.17
53795,3.2,3.5,2.8,3.17
5753,2.8,3.1,2.5,2.8
42286,3.5,3.2,2.0,2.9
20465,2.8,3.1,3.5,3.13
22810,2.8,3.2,2.5,2.83
29831,2.5,2.3,2.0,2.27
24620,3.5,3.8,2.2,3.17
883,3.8,4.0,2.5,3.43
13903,3.5,3.25,2.75,3.17
48264,2.5,3.0,2.2,2.57
58669,3.5,3.2,2.8,3.17
45923,2.8,2.5,3.1,2.8
14063,3.5,3.25,2.75,3.17
59454,2.5,2.8,2.2,2.5
30913,2.5,2.8,3.1,2.8
13825,2.5,2.8,3.7,3.0
1333,3.5,3.8,2.2,3.17
48594,2.5,2.8,2.2,2.5
41630,3.5,3.8,2.2,3.17
43337,2.8,3.1,2.5,2.8
70607,2.8,2.5,3.2,2.83
66271,2.5,3.0,1.8,2.43
45197,2.5,3.0,2.75,2.75
20625,3.2,2.8,2.5,2.83
13808,3.5,3.8,2.7,3.33
8324,3.2,3.5,3.0,3.23
43667,3.5,3.8,2.2,3.17
15360,3.2,3.0,2.5,2.9
66186,3.5,3.8,2.2,3.17
22557,3.5,3.8,2.2,3.17
14572,2.5,2.8,2.2,2.5
49273,3.2,3.0,2.5,2.9
14539,3.5,3.8,2.2,3.17
54672,3.5,3.8,2.2,3.17
66853,3.2,3.5,2.8,3.17
25781,2.8,3.1,2.5,2.8
36856,2.8,3.1,3.3,3.07
18026,3.2,3.0,2.5,2.9
72138,3.5,3.2,2.8,3.17
6874,3.5,3.25,2.0,2.92
47668,3.2,3.5,2.8,3.17
26473,3.2,3.5,2.8,3.17
48248,3.2,3.5,2.8,3.17
49238,3.2,3.5,2.8,3.17
12667,3.5,3.25,2.1,2.95
50884,2.5,2.8,2.2,2.5
15475,2.1,2.3,3.5,2.63
3787,3.25,3.0,3.5,3.25
53486,3.5,3.8,2.7,3.33
48562,2.5,2.8,3.1,2.8
47384,3.5,3.8,2.7,3.33
44625,3.5,3.8,2.7,3.33
31107,3.2,3.5,2.8,3.17
71607,3.5,3.8,2.2,3.17
27492,3.2,3.5,2.8,3.17
23711,2.5,3.0,3.2,2.9
54328,3.2,3.5,2.8,3.17
57393,3.5,3.25,2.75,3.17
30950,3.5,3.75,2.8,3.35
26008,2.8,3.2,2.5,2.83
27791,2.5,2.3,3.8,2.87
36347,4.2,4.0,2.5,3.57
18748,2.5,3.0,2.0,2.5
9690,3.2,3.5,2.8,3.17
5272,3.5,3.25,2.0,2.92
30037,3.5,3.2,2.8,3.17
40349,3.5,3.25,2.75,3.17
31096,3.5,3.25,2.75,3.17
71226,2.5,2.8,2.2,2.5
59706,2.5,2.3,3.1,2.63
71688,3.5,3.25,2.75,3.17
14861,3.2,3.5,2.8,3.17
1062,3.8,3.5,2.2,3.17
40412,3.2,3.5,2.8,3.17
51020,3.8,4.2,2.5,3.5
47250,3.5,4.0,2.2,3.23
16683,3.2,3.5,2.8,3.17
14905,3.8,4.0,2.5,3.43
45634,2.5,2.8,2.2,2.5
24294,2.5,3.0,2.2,2.57
43542,2.5,2.8,3.1,2.8
9582,3.5,3.8,2.7,3.33
18846,2.5,3.0,2.75,2.75
71494,3.5,3.8,3.2,3.5
33353,2.5,2.3,3.8,2.87
68106,2.0,2.5,1.5,2.0
14589,3.2,3.5,2.1,2.93
6801,3.5,3.25,2.75,3.17
26353,3.2,3.5,3.0,3.23
34667,2.8,3.1,2.2,2.7
29107,1.8,2.1,4.5,2.8
20644,3.5,4.0,2.5,3.33
39135,3.2,3.5,2.8,3.17
65034,3.5,3.8,2.7,3.33
4599,3.5,3.25,2.75,3.17
56571,3.2,3.8,2.5,3.17
30199,3.5,3.8,2.7,3.33
50383,3.2,3.0,2.1,2.77
63250,2.5,2.8,1.7,2.33
53235,3.5,3.8,2.7,3.33
45003,2.5,2.8,2.2,2.5
1053,3.5,3.25,2.75,3.17
54217,3.8,3.9,2.5,3.4
63944,3.5,3.8,2.2,3.17
46709,3.5,3.8,2.7,3.33
3000,3.2,3.5,2.8,3.17
71396,3.2,3.5,2.8,3.17
53905,2.5,3.0,2.0,2.5
16958,3.2,3.5,2.8,3.17
71911,2.5,2.8,2.2,2.5
67942,2.5,2.2,3.8,2.83
18965,3.2,3.5,2.8,3.17
27723,2.1,2.3,3.0,2.47
17733,2.5,2.8,3.7,3.0
68691,3.2,3.5,2.8,3.17
17198,2.5,3.0,1.5,2.33
59102,4.2,4.0,2.5,3.57
9785,3.5,3.8,2.7,3.33
20503,3.5,3.8,2.2,3.17
28259,2.1,2.3,3.8,2.73
2890,2.5,3.0,1.5,2.33
49913,3.5,3.2,2.0,2.9
24127,2.5,2.8,3.1,2.8
57482,2.1,2.3,3.8,2.73
3296,2.5,2.2,2.0,2.23
23671,2.5,3.0,1.8,2.43
55514,3.2,3.5,2.1,2.93
51885,2.5,2.8,3.2,2.83
66283,2.8,3.1,3.5,3.13
27691,3.8,3.9,2.5,3.4
43514,2.5,3.0,2.2,2.57
42435,3.5,3.8,2.7,3.33
2679,3.2,3.5,2.1,2.93
69681,2.8,3.1,3.5,3.13
69852,2.1,2.3,1.8,2.07
65839,2.1,1.8,4.5,2.8
13372,3.5,3.8,2.2,3.17
16195,4.2,3.8,2.5,3.5
51888,3.2,3.5,2.8,3.17
964,2.5,2.3,3.1,2.63
64760,2.8,3.1,3.5,3.13
28550,2.5,3.0,2.0,2.5
12936,3.5,3.8,2.7,3.33
10211,2.8,3.2,2.1,2.7
32362,2.5,2.2,2.8,2.5
60941,3.5,3.8,2.7,3.33
18744,2.5,2.8,2.2,2.5
5207,3.5,3.25,2.75,3.17
27565,2.5,3.0,3.75,3.08
20896,2.5,2.3,3.1,2.63
59022,3.5,3.75,2.25,3.17
39377,3.6,3.8,2.5,3.3
46524,2.5,2.3,3.1,2.63
56698,2.5,3.0,3.2,2.9
3842,4.2,3.85,3.1,3.72
47109,3.2,3.0,2.5,2.9
10647,2.5,3.0,2.1,2.53
9732,3.2,3.5,2.8,3.17
15037,3.8,4.0,2.5,3.43
7358,3.8,4.2,2.5,3.5
68264,2.1,2.3,2.0,2.13
55736,3.2,2.8,2.1,2.7
69597,3.5,3.8,2.2,3.17
20009,3.5,3.8,2.2,3.17
46137,2.5,2.8,1.9,2.4
12390,2.1,2.3,2.0,2.13
65098,3.5,3.8,2.2,3.17
34645,2.8,3.1,2.3,2.73
48491,3.2,3.5,2.8,3.17
46576,3.5,3.25,2.75,3.17
19949,2.5,2.3,3.1,2.63
38577,3.5,3.8,2.7,3.33
18522,3.5,3.25,2.75,3.17
12798,2.5,2.0,1.5,2.0
30573,2.8,3.1,2.5,2.8
34357,3.25,3.5,2.75,3.17
69296,2.5,2.0,1.5,2.0
71481,2.5,2.3,4.1,2.97
6254,2.5,3.0,1.5,2.33
9053,3.2,3.5,2.8,3.17
66764,2.5,2.8,2.2,2.5
12676,3.8,3.9,2.7,3.47
69292,2.5,3.0,2.0,2.5
33930,4.5,4.2,2.1,3.6
24092,3.5,3.25,2.75,3.17
55114,3.25,3.5,2.75,3.17
26683,2.5,2.0,1.5,2.0
54161,1.5,2.0,1.0,1.5
16888,3.5,3.8,2.7,3.33
3365,3.25,3.5,2.75,3.17
61552,3.8,4.0,2.5,3.43
47035,3.2,3.5,2.8,3.17
68325,3.2,3.5,3.0,3.23
67658,2.5,3.0,3.2,2.9
37035,3.2,3.5,2.8,3.17
9152,3.2,3.5,2.8,3.17
5099,2.5,2.8,3.2,2.83
59545,3.2,3.5,2.8,3.17
20447,3.5,3.8,2.2,3.17
71005,2.5,3.0,2.1,2.53
71278,4.2,4.0,2.5,3.57
25881,2.5,3.0,2.2,2.57
67027,3.5,3.25,2.0,2.92
20959,3.5,3.25,2.75,3.17
9309,3.5,3.25,2.75,3.17
62780,3.2,3.5,3.8,3.5
6351,2.8,3.1,2.5,2.8
21964,2.5,2.0,1.5,2.0
68145,3.5,3.75,2.8,3.35
37416,3.2,3.5,2.8,3.17
11636,3.5,3.8,2.7,3.33
22114,3.5,3.25,2.75,3.17
58719,2.8,3.1,2.5,2.8
70926,2.5,2.3,2.7,2.5
3228,2.5,2.0,3.0,2.5
61688,2.8,3.1,2.5,2.8
71334,3.1,3.5,2.8,3.13
37382,3.5,3.8,2.2,3.17
62952,3.2,3.5,2.8,3.17
54340,2.8,3.2,2.1,2.7
66994,3.8,4.0,3.2,3.67
58615,3.5,3.25,2.0,2.92
63509,3.5,3.8,2.7,3.33
26600,3.5,3.2,2.8,3.17
27870,3.2,3.0,2.5,2.9
2074,3.2,3.5,3.0,3.23
6200,2.5,2.8,3.1,2.8
56429,3.2,3.5,2.8,3.17
17277,2.8,3.15,3.5,3.15
35475,3.5,3.2,2.0,2.9
67497,2.1,2.3,3.5,2.63
12605,4.2,4.0,2.5,3.57
66631,2.5,3.0,2.2,2.57
41230,2.5,2.0,2.75,2.42
24924,3.5,3.8,2.2,3.17
23402,3.5,3.2,2.0,2.9
63912,3.2,3.5,2.8,3.17
70540,2.5,2.0,3.5,2.67
40547,2.5,3.0,3.2,2.9
33397,3.5,3.8,2.7,3.33
30370,3.2,3.0,2.5,2.9
64169,3.5,3.8,2.2,3.17
62493,1.5,2.0,1.0,1.5
67443,3.5,3.25,2.75,3.17
25240,3.2,2.8,2.5,2.83
24954,3.2,3.8,2.5,3.17
11568,3.5,3.8,2.2,3.17
53676,2.5,3.0,3.5,3.0
23005,3.2,3.5,2.8,3.17
36524,3.25,3.5,2.75,3.17
31987,2.5,3.0,2.2,2.57
28686,3.5,3.8,2.7,3.33
67010,2.5,2.0,3.0,2.5
14634,2.5,2.0,1.5,2.0
8710,2.5,2.0,3.0,2.5
61108,2.1,2.3,3.5,2.63
28729,3.5,3.8,2.2,3.17
33487,4.5,4.2,1.8,3.5
52356,3.8,4.0,2.5,3.43
43773,2.8,3.1,3.5,3.13
3660,3.5,3.8,2.7,3.33
54932,2.5,2.8,2.2,2.5
65680,3.5,3.8,2.2,3.17
45549,2.5,2.8,2.0,2.43
32217,3.5,3.8,2.2,3.17
71931,2.5,3.0,2.2,2.57
11833,3.5,3.25,3.75,3.5
17728,3.5,3.8,2.7,3.33
67820,3.2,3.5,2.1,2.93
8941,3.2,3.5,2.8,3.17
2752,2.5,3.0,1.8,2.43
22059,3.5,3.25,2.75,3.17
48359,3.5,3.25,2.75,3.17
8430,3.25,3.5,3.0,3.25
27782,2.5,3.0,3.75,3.08
12579,2.5,3.0,2.2,2.57
17296,3.5,3.25,2.75,3.17
49366,2.5,2.8,2.2,2.5
38903,3.5,4.0,2.2,3.23
33151,3.5,3.25,2.0,2.92
58187,2.5,3.0,1.5,2.33
61943,2.0,2.5,1.5,2.0
30920,2.5,2.2,3.1,2.6
39020,2.5,2.0,1.5,2.0
50007,3.8,4.0,2.5,3.43
43900,3.2,3.5,2.8,3.17
17749,2.8,3.1,3.5,3.13
35642,2.5,2.2,3.1,2.6
69326,3.8,4.2,2.5,3.5
48085,3.2,3.5,2.8,3.17
22821,3.2,3.5,2.1,2.93
27058,3.2,3.5,2.8,3.17
12953,3.2,3.5,2.1,2.93
56896,3.2,3.5,2.8,3.17
390,3.5,3.25,2.75,3.17
10100,3.2,3.5,2.8,3.17
44438,3.8,4.0,2.5,3.43
70996,2.5,2.3,3.1,2.63
63214,2.5,2.2,3.8,2.83
45685,2.1,2.3,3.5,2.63
55476,4.2,4.0,2.5,3.57
57594,3.5,3.8,2.7,3.33
72014,2.8,3.1,3.5,3.13
59065,3.5,3.8,2.7,3.33
58748,3.5,3.8,2.2,3.17
54386,2.5,2.0,1.5,2.0
2325,3.5,3.8,2.2,3.17
34331,2.8,3.1,3.5,3.13
38667,2.8,3.1,2.3,2.73
1469,3.5,3.8,2.2,3.17
7592,3.5,3.25,2.75,3.17
